52.37259	208.148942	208.235233	-207.55553	-207.624368	
52.38264	208.150476	208.21778	-207.557065	-207.650548	
52.39276	208.152643	208.200326	-207.559231	-207.659274	
52.40288	208.155418	208.174147	-207.562006	-207.659274	
52.41307	208.158844	208.147967	-207.565432	-207.641821	
52.42329	208.162905	208.11306	-207.569493	-207.633094	
52.43509	208.168487	208.08688	-207.575075	-207.615641	
52.44347	208.172779	208.078153	-207.579367	-207.589461	
52.45368	208.178698	208.069427	-207.585286	-207.572008	
52.46374	208.185134	208.078153	-207.591722	-207.537101	
52.4739	208.192255	208.078153	-207.598843	-207.519648	
52.48411	208.200036	208.095607	-207.606624	-207.510921	
52.49425	208.208377	208.121787	-207.614965	-207.502195	
52.50433	208.217278	208.147967	-207.623866	-207.510921	
52.51451	208.22689	208.174147	-207.633479	-207.519648	
52.52463	208.237065	208.209053	-207.643653	-207.537101	
52.53477	208.247874	208.24396	-207.654462	-207.554555	
52.54491	208.259301	208.278866	-207.665889	-207.580735	
52.55504	208.271323	208.313773	-207.677911	-207.606915	
52.56514	208.283931	208.348679	-207.690519	-207.641821	
52.57556	208.297604	208.374859	-207.704192	-207.676728	
52.58553	208.311255	208.392313	-207.717843	-207.711634	
52.59567	208.325772	208.409766	-207.73236	-207.746541	
52.60586	208.340977	208.409766	-207.747565	-207.781447	
52.61586	208.356502	208.409766	-207.76309	-207.825081	
52.62601	208.372882	208.392313	-207.77947	-207.868714	
52.6361	208.389774	208.383586	-207.796362	-207.90362	
52.64627	208.407407	208.374859	-207.813995	-207.921074	
52.65642	208.425636	208.374859	-207.832224	-207.9298	
52.66684	208.445023	208.374859	-207.851611	-207.938527	
52.67676	208.46403	208.392313	-207.870618	-207.938527	
52.68685	208.483986	208.409766	-207.890574	-207.9298	
52.69699	208.504681	208.427219	-207.911269	-207.921074	
52.70721	208.526222	208.453399	-207.93281	-207.90362	
52.71736	208.54808	208.479579	-207.954668	-207.90362	
52.7275	208.570617	208.514486	-207.977205	-207.912347	
52.73761	208.593699	208.549392	-208.000287	-207.921074	
52.7556	208.637128	208.593026	-208.043716	-207.938527	
52.75992	208.647483	208.636659	-208.054071	-207.964707	
52.77007	208.672648	208.671565	-208.079236	-207.990887	
52.7803	208.698634	208.715199	-208.105222	-208.025794	
52.79041	208.724893	208.758832	-208.131481	-208.0607	
52.80057	208.75194	208.802465	-208.158528	-208.095607	
52.81065	208.779351	208.846098	-208.185939	-208.130513	
52.82082	208.807655	208.889732	-208.214243	-208.174147	
52.83106	208.836792	208.933365	-208.24338	-208.21778	
52.84119	208.866208	208.976998	-208.272796	-208.261413	
52.85133	208.896258	209.003178	-208.302846	-208.305046	
52.86144	208.926862	209.020631	-208.33345	-208.357406	
52.87157	208.958146	209.020631	-208.364734	-208.401039	
52.88177	208.99027	209.020631	-208.396858	-208.444673	
52.89189	209.022705	209.020631	-208.429293	-208.497032	
52.90206	209.055948	209.038085	-208.462536	-208.549392	
52.91213	209.089479	209.046811	-208.496067	-208.601752	
52.9223	209.123974	209.055538	-208.530563	-208.645385	
52.93246	209.159044	209.081718	-208.565632	-208.689019	
52.94258	209.1946	209.107898	-208.601188	-208.715199	
52.95269	209.230738	209.125351	-208.637326	-208.741379	
52.96278	209.267407	209.160258	-208.673995	-208.750105	
52.97296	209.305001	209.195164	-208.711589	-208.750105	
52.98318	209.343436	209.230071	-208.750024	-208.758832	
52.99327	209.381928	209.273704	-208.788516	-208.767558	
